CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V2_02,V2_03,V21_01,V22_01,V3,V4,V5_02,V5_03,V6,V7,V8,V9,V10,V11_01,V11_02,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,V5_01,V21_02,V21_03,V22_02,V22_03,V2_01
TQRMNOUQWHMOKSCDEFOCD00809446,2024,4,2,1,41,N,8,387,2,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,250000,1,1,1,,1,1,250000,3,3,5,,4,6,366,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORTYHLOKQCDEIMBF00855977,2024,4,1,1,43,N,36,126,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,608000,3,3,3,,3,3,304000,4,5,4,,5,4,368,2,0,98,0,0,0,2,2,2,1,2,2
TQRMNOPQVHMOLLCDEIMBF00813018,2024,4,1,1,43,N,36,126,1,,3,1,,4,2,1,1,,1,1,2,3,1,1,1,3,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,250000,1,1,1,,1,1,125000,1,1,1,,1,1,369,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPRUHJOKSCDEIMBF00872926,2024,4,1,1,43,N,36,142,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,0,5,0,12,12,12,,12,12,0,12,12,12,,12,12,0,3,0,97,0,0,0,1,2,2,2,2,1
TQRMNORUTHJNKTCDEIMBF00872927,2024,4,1,1,43,N,36,102,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNORSVHJLLMCDEFPCH00872928,2024,4,1,1,44,N,9,416,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,2900000,10,10,9,,10,9,580000,7,8,6,,8,6,495,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNORWVHJOLOCDEFPCH00872929,2024,4,1,1,44,N,9,172,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1080000,6,6,5,,7,4,540000,7,8,6,,8,6,232,2,0,1,0,0,0,2,2,2,2,2,1
TQRMNOSWSHLOLQCDEFPCH00852483,2024,4,1,1,44,N,9,224,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,1,2,0,2,0,6,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,370000,1,2,1,,2,1,370000,5,6,4,,6,4,256,97,0,98,0,0,0,2,2,2,2,2,1
TQRMNOQVWHJOLQCDEFPCH00872930,2024,4,1,1,44,N,9,437,1,,6,1,,4,1,1,1,,1,1,1,1,2,2,2,6,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,650000,3,3,2,,4,2,"216666,67",3,3,2,,3,2,591,1,0,2,3,0,0,2,2,2,2,2,1
TQRMNOPURHLMKNCDEOHCH00856150,2024,4,1,1,44,N,91,159,1,,2,1,,4,1,1,1,,1,1,1,1,1,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,0,1,370000,1,2,1,,2,1,370000,5,6,4,,6,4,159,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNORYRHKMKOCDEIOAH00869326,2024,4,1,1,43,N,38,205,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPRSHJNKQCDEIGED00873033,2024,4,1,1,43,N,30,90,1,,2,1,,5,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,800000,4,5,5,,5,4,"266666,67",3,4,3,,4,3,94,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNOPWVHJMKRCDEIGED00873034,2024,4,1,1,43,N,30,146,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,4,,1,,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,500000,2,2,2,,2,2,250000,3,4,3,,4,3,199,1,2,98,0,0,0,2,2,2,2,2,1
TQTMNORVYHMNKSCDEIGED00869323,2024,4,1,1,43,N,30,178,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,0,1,1500000,8,8,8,,8,7,1500000,10,10,10,,10,10,186,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPVSHJOLQCDEGIBJ00873035,2024,4,1,1,41,N,12,309,1,,4,1,,4,1,1,1,,1,1,1,1,2,1,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,0,3,1212000,7,7,8,,7,8,404000,6,6,8,,6,7,322,2,0,98,0,0,0,2,2,2,1,2,2
TQRMNOQWYHJOLQCDEGIBJ00873036,2024,4,1,1,41,N,12,305,2,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,2,1,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,2300000,9,10,10,,10,10,575000,7,8,9,,8,9,312,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOTRXHLOKNCDEGKDB00853077,2024,4,2,1,43,N,14,111,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,6,,2,,1,2,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,47000,1,1,1,,1,1,47000,1,1,1,,1,1,145,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPWVHKMKQCDEGKDB00869585,2024,4,1,1,43,N,14,128,2,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOSUSHLMKOCDEGKDB00860678,2024,4,1,1,43,N,14,118,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,2,2,0,0,0,0,4,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,1130000,6,7,6,,7,8,282500,4,4,3,,4,5,307,2,1,4,3,0,0,2,2,2,2,2,2
TQRMNOPPXHMMKPCDEGKDB00853054,2024,4,1,1,43,N,14,156,1,,2,2,,4,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOQRUHMOKQCDEGKDB00810120,2024,4,1,1,43,N,14,106,1,,4,2,,4,1,1,1,,1,1,1,1,2,2,2,4,3,1,1,2,2,2,0,0,0,0,2,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,0,12,12,12,,12,12,0,12,12,12,,12,12,0,3,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSPWHMOKQCDEGKDB00810162,2024,4,1,1,43,N,14,102,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,7,1,6,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,0,1,0,0,0,2,2,2,2,2,2
TQRMNOQPTHMOKRCDEGKDB00810164,2024,4,1,1,43,N,14,163,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,2,2,2,0,0,0,0,1,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,1,260000,1,1,1,,1,1,260000,3,4,3,,4,5,195,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNOQQPHMOKRCDEGKDB00810171,2024,4,2,1,43,N,14,128,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,3,0,0,2,2,2,2,2,0
TQRMNORQWHKMLMCDEOHCH00868892,2024,4,1,1,44,N,91,112,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,900000,5,5,4,,6,4,900000,9,9,8,,9,9,113,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORVPHMMLNCDEOHCH00813275,2024,4,1,1,44,N,91,151,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,360000,1,2,1,,2,1,360000,5,5,4,,6,4,162,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPVPHLOKNCDEGPDJ00853518,2024,4,1,1,40,N,19,308,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,520000,2,3,3,,3,3,520000,7,7,9,,8,8,308,96,0,98,0,0,0,2,2,2,2,2,1
TQRMNORUWHLOKNCDEGPDJ00853533,2024,4,1,1,40,N,19,278,2,,1,1,,2,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,700000,4,4,4,,4,4,700000,8,9,9,,9,9,278,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPQRHJKKRCDEGPDJ00873037,2024,4,1,1,40,N,19,292,1,,4,1,,2,2,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,8,1,7,2070000,9,9,10,,9,10,258750,3,4,5,,4,5,292,1,0,6,0,0,0,2,2,2,2,2,1
TQRMNOSYXHJMKSCDEGPDJ00873038,2024,4,1,1,40,N,19,136,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,650000,3,4,4,,4,4,325000,5,5,6,,5,6,136,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNOQTYHKMKPCDEGPDJ00869287,2024,4,1,1,40,N,19,194,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,1800000,9,9,9,,9,9,600000,8,8,9,,8,9,194,1,0,96,0,0,0,2,2,2,2,2,1
TQRMNOSRSHKMKPCDEGPDJ00869288,2024,4,1,1,40,N,19,179,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,3,495000,2,2,3,,2,3,165000,2,2,3,,2,3,179,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSSRHKMKPCDEGPDJ00870009,2024,4,1,1,40,N,19,269,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,300000,1,1,1,,1,1,75000,1,1,1,,1,1,269,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQPYHLNKPCDEGPDJ00853538,2024,4,1,1,40,N,19,136,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,300000,1,1,1,,1,1,300000,4,4,6,,5,6,136,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNOTPSHMOKOCDEOJAH00813436,2024,4,2,1,44,N,93,108,1,,2,2,,4,2,1,1,,1,1,1,1,1,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNOQSPHMNKQCDEOJAH00813427,2024,4,1,1,44,N,93,71,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1180000,6,7,5,,7,6,590000,7,8,6,,8,7,100,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNORYVHMNKQCDEOJAH00813399,2024,4,1,1,44,N,93,120,1,,1,2,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,5,1370000,7,8,6,,8,7,"195714,29",2,2,2,,2,2,139,1,0,5,0,0,0,1,2,2,2,2,2
TQRMNORYXHMNKQCDEOJAH00813400,2024,4,1,1,44,N,93,96,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1026000,6,6,4,,6,6,205200,3,3,2,,3,2,132,1,4,98,0,0,0,2,2,2,2,2,2
TQRMNOTPPHMNKQCDEOJAH00813401,2024,4,1,1,44,N,93,136,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,4,1324000,7,8,6,,8,7,"189142,86",2,2,1,,2,2,168,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNOPYPHJMKRCDEOJAH00873124,2024,4,1,1,44,N,93,123,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,3400000,10,10,10,,10,10,"1133333,33",10,10,9,,10,9,191,2,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPVVHMMKRCDEOJAH00813402,2024,4,1,1,44,N,93,92,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,600000,3,3,2,,3,3,600000,8,8,6,,8,7,110,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQXWHMNLQCDEGLDF00810230,2024,4,1,1,41,N,15,159,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,0,4,928800,5,6,7,,6,7,232200,3,3,4,,3,4,173,1,2,3,0,0,0,2,2,2,2,1,2
TQRMNOPWWHJOLQCDEGLDF00873125,2024,4,1,1,41,N,15,268,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,1,,2,,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,1,3,310000,1,1,2,,1,2,77500,1,1,1,,1,1,287,2,0,97,0,0,0,1,2,2,2,2,0
TQRMNORWRHMLKNCDEFNFF00809304,2024,4,1,1,41,N,7,200,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,0,0,0,2,2,2,2,2,1
TQRMNOQWSHLKKNCDEFNFF00852333,2024,4,2,1,41,N,7,398,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNORSUHLKKNCDEFNFF00852260,2024,4,1,1,41,N,7,364,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,3,4,0,2,2,2,2,2,0
TQRMNORXPHMOKQCDEFNFF00809306,2024,4,1,1,41,N,7,310,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,3,0,0,0,2,2,2,2,1,2
TQRMNOPPQHJLKOCDEFNFF00873126,2024,4,1,1,41,N,7,266,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,614320,3,3,4,,3,4,614320,8,8,9,,8,9,620,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNOPXUHLMKPCDEFNFF00861003,2024,4,1,1,41,N,7,262,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPXYHLMKPCDEFNFF00852282,2024,4,1,1,41,N,7,271,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,2,,3,,2,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,1350000,7,8,9,,8,9,450000,6,7,8,,7,8,481,1,0,3,0,0,0,2,2,2,2,2,0
TQRMNOPYQHLMKQCDEFNFF00852293,2024,4,1,1,41,N,7,284,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1140000,6,7,8,,7,8,570000,7,8,9,,8,9,867,2,0,1,0,0,0,2,2,2,2,2,0
TQRMNOPXUHJLKTCDEHPJB00873127,2024,4,1,1,40,S,29,302,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1150000,6,7,7,6,,8,575000,7,8,9,7,,9,424,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPXWHJLKTCDEHPJB00873128,2024,4,1,1,40,S,29,484,2,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2200000,9,10,10,9,,10,2200000,10,10,10,10,,10,579,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOWQWHKOPNCDEIJAH00868956,2024,4,1,1,1,S,33,3507,2,,3,2,,1,2,1,1,,1,1,1,3,2,1,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,524000,2,,2,2,,2,262000,3,,3,3,,4,6675,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOQRWHLMPUCDEIJAH00855149,2024,4,1,1,1,S,33,1739,1,,5,1,,3,1,1,1,,1,1,1,1,2,2,2,5,3,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,1550000,8,,7,8,,8,"516666,67",7,,7,7,,7,3843,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPQUHMKPRCDEIJAH00812565,2024,4,1,1,1,S,33,1528,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,1,2,0,2,0,1,,1,,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,0,1,940000,5,,5,5,,5,940000,9,,9,9,,9,2163,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPRUHKOLSCDEIJAH00873234,2024,4,1,1,1,S,33,2332,1,,2,1,,2,1,1,2,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2600000,10,,9,10,,10,1300000,10,,10,10,,10,4861,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQTYHKOLSCDEIJAH00869754,2024,4,1,1,1,S,33,3185,1,,3,1,,2,1,1,2,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1810000,9,,8,8,,9,452500,6,,6,6,,7,6866,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOQWQHKOLSCDEIJAH00869755,2024,4,1,1,1,S,33,2929,1,,2,2,,4,2,2,1,,1,2,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,836000,5,,4,4,,5,209000,3,,2,2,,3,4976,1,2,98,0,0,0,1,2,2,2,2,2
TQRMNOQWRHKOLSCDEIJAH00873235,2024,4,1,1,1,S,33,2627,1,,2,1,,2,1,1,2,,1,1,2,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,248000,1,,1,1,,1,248000,3,,3,3,,3,2926,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOQYYHKKLUCDEIJAH00869756,2024,4,1,1,1,S,33,102,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,700000,4,,3,4,,4,140000,1,,1,1,,2,231,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSTTHJLMTCDEIJAH00873236,2024,4,1,1,1,S,33,774,1,,2,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,1,1,1,2,2,2,0,2,0,6,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,2,3,98,0,0,0,2,2,2,2,2,1
